site_id,SITE_SCORE,dom_5_ttaxa,pct_gatherer,rich_ttaxa,pct_rich_ttaxa_toe,rich_ttaxa_tol_0to7,shannon_ttaxa_toe,condition_class,SITE_SCORE_FINAL
05-WINI_T2-1.2,30.900086729027457,43.29005891215502,32.87393525910797,31.25,48.16053511705686,36.666666666666664,24.059411148205697,2,2.5455561939005147
06-FABS-5.0,49.238732192678995,63.4529328224229,87.00888058525464,68.75,23.736263736263737,50,51.72304820481168,2,6.0200336023604155
06-FLYS-0.7,19.775426680107024,15.055142344190815,27.678336922834486,15.625,30.76923076923077,16.666666666666664,32.63361005782645,2,0.437855268366939
06-MADB-0.1,7.988516849834364,5.828728800264936,15.379350687037153,6.25,18.461538461538467,10,0,2,0
06-NING-7.7,70.73759491462594,100,100,90.625,46.15384615384615,73.33333333333333,85.0509849152021,1,10
07-BLDY-0.1,39.87590710677813,62.100716355298005,61.815942586011516,37.5,44.307692307692314,23.333333333333332,50.07366516511171,3,4.246133544975985
07-BUTL-3.5,32.54767723840224,51.705565529622966,49.664688063595456,46.875,19.78021978021978,33.33333333333333,26.47493396204414,2,2.8577120733825625
07-CANA-32.8,46.736010049511755,43.187024082213846,69.16693987932756,59.375,51.92307692307693,46.666666666666664,56.83336279529729,2,5.545862728436149
07-COWA_T10-0.9,24.927907206023512,46.203251826940104,35.167098615224475,53.125,0,40,0,2,1.414054803949312
07-GEDD-1.4,4.395604395604396,0,0,0,30.76923076923077,0,0,3,0
07-HARB-0.5,4.395604395604396,0,0,0,30.76923076923077,0,0,3,0
07-HENC_T4-1.2,45.61025647562734,90.99619039278365,57.234986553784225,75,14.96881496881497,63.33333333333333,17.738470080675185,3,5.332575145789598
07-JACB-1.9,58.41794805593715,59.785444543693785,34.06288661100979,100,36.12040133779264,96.66666666666667,82.2902372323972,3,7.759146679576576
07-LITR-0.2,69.2001536315992,66.0255612634872,66.04928287124032,84.375,100,80,87.95123128646689,1,9.801965477740351
07-MUDE-4.4,52.88623291936806,46.278068980449845,84.43984908521173,87.5,20.26266416510319,80,51.72304820481168,2,6.711096576304772
07-MUSK-0.5,4.277164626167453,0,26.606819049838837,0,0,3.3333333333333335,0,2,0
07-NINE-0.7,29.961320491301485,60.13829390120341,66.04928287124032,46.875,0,36.666666666666664,0,3,2.367695615742289
07-NORB_T10-1.5,8.883508125702042,5.181294988170946,15.625056763538216,6.25,18.461538461538467,16.666666666666664,0,2,0
07-ONON_W_T7-1.5,55.9589336970588,57.71064198600878,60.03988602956494,46.875,89.01098901098902,53.333333333333336,84.74268551951552,3,7.29325677217116
07-POBK_T4-1.5,4.2245552066980645,0,0,3.125,19.78021978021978,6.666666666666667,0,3,0
07-SNDR-1.5,18.22741567112344,17.37463178260796,34.05947845049829,12.5,48.868778280543,0,14.789021184214823,3,0.14456592540966862
07-WBOT-0.3,23.41547299460419,15.509891001661938,0,50,19.09814323607427,46.666666666666664,32.63361005782645,3,1.1275059140777068
08-BARE_T5-0.5,59.68212751259199,74.76560941551966,79.35686645304759,71.875,46.15384615384615,63.33333333333333,82.2902372323972,1,7.998660714083231
08-BENE-0.2,59.36070279387868,57.49287147534058,53.39076535168357,53.125,100,56.666666666666664,94.84961606345999,1,7.937762927171787
08-BLAC-2.5,80.27587845457803,81.60600620205646,89.97406963473047,93.75,96.6010733452594,100,100,1,10
08-MURM-3.4,80.91204404696728,99.93836919531606,66.44593913345496,100,100,100,100,1,10
09-ALLE-1.9,18.40281644967532,18.67145421903053,12.14065972214294,25,26.373626373626376,16.666666666666664,29.96730816626072,2,0.17779771691317509
09-BIBK-5.4,47.449742321652984,13.171284613920864,100,15.625,92.3076923076923,30,81.0442193299577,1,5.681087909606628
09-BLCH-0.2,41.677766804890894,51.28963337855513,32.10913161010341,62.5,41.95804195804197,46.666666666666664,57.22089402086908,1,4.587517581584139
09-BRND-2.5,40.98740919985554,33.47297027727909,40.42712145354369,46.875,69.23076923076924,43.333333333333336,53.572670104063405,2,4.456721012818575
09-CEDL-0.1,47.831368334277116,54.578096947935386,43.88926826705889,90.625,32.967032967032964,53.333333333333336,59.42684682457927,1,5.753391557221787
09-CHPW-11.0,23.33984496517513,13.634409689736279,37.17445715422969,9.375,51.92307692307693,13.333333333333334,37.938637655849675,2,1.1131772724003026
09-ENGL-17.6,43.44688594594822,49.92540521404911,45.20389131025054,68.75,31.648351648351653,43.333333333333336,65.2672201156529,1,4.922698525054635
09-FARR-3.1,43.043350723340374,70.69229758724877,49.58744011981801,40.625,42.60355029585799,46.666666666666664,51.128500393791164,2,4.846243913548688
09-FSCR-9.2,41.0368559836,51.69302172430284,83.41090769457684,43.75,41.02564102564102,23.333333333333332,44.045088107346,2,4.466089301953213
09-JEWT-3.1,42.4471572665098,55.54968845707046,67.36355518201398,46.875,59.34065934065934,26.666666666666668,41.334531219158144,2,4.733287877567991
09-LSAL_T1-1.0,21.489333435165463,0,29.009259618759202,3.125,59.34065934065934,10,48.95041508673968,3,0.7625755598661365
09-LSUK-11.3,30.580974835297923,74.85646230691293,46.293694873505856,56.25,0,36.666666666666664,0,1,2.4850965995574246
09-LTTL-13.2,48.26162486776677,62.56436561643025,80.29222445359441,28.125,75.52447552447552,16.666666666666664,74.65864181320055,2,5.834908843131212
09-MARA-4.5,46.40839597552337,40.86582432844416,51.53212066670565,46.875,98.90109890109892,40,46.68472793241482,1,5.483792293571027
09-OTTS-0.2,16.14891315931792,1.297272253431409,21.787791855249637,9.375,34.61538461538462,13.333333333333334,32.63361005782645,2,0
09-PIKC-8.7,55.92253950909488,55.54968845707046,32.43158060618794,65.625,100,70,67.8515075004058,2,7.286361454622736
09-PLMB-12.4,84.08477421222503,88.59341948557513,100,100,100,100,100,1,10
09-SCKE-16.4,26.55148816536764,46.85583716104362,84.42124666319656,31.25,0,23.333333333333332,0,2,1.7216617848044613
09-SOAP-0.8,26.952386583427476,83.10755671617432,77.01748270115135,21.875,0,6.666666666666667,0,2,1.7976168219088677
09-TRAY-2.9,62.24213147812257,55.388749986232135,51.462006019276,81.25,92.3076923076923,70,85.28647203365755,2,8.483684319639794
09-WHIK-0.8,39.921521417726865,23.02312494975749,40.91952905535883,34.375,69.23076923076924,46.666666666666664,65.23556002153582,2,4.254775725948837
09-WSCK-3.4,52.079542566010716,56.890484739676836,58.29521458212954,62.5,50.349650349650354,66.66666666666666,69.85478162395162,3,6.558259366276474
10-ARNO-0.1,69.56433913512974,75.40748733096905,98.6543446247145,84.375,55.38461538461539,83.33333333333334,89.79559327227588,2,9.870964810707088
10-BISH-0.6,48.117548294635824,72.25832553670315,83.3437035513496,56.25,44.665012406947895,36.666666666666664,43.63912990078346,1,5.8076117998777175
10-CMIL-3.3,38.7100034570829,49.773135302758284,51.10430883399315,6.25,92.3076923076923,6.666666666666667,64.86822108846988,2,4.02523904656081
10-COLW-0.7,57.03748801791519,100,58.17153807049083,68.75,39.56043956043956,63.33333333333333,69.4471051611426,1,7.497601887465525
10-LGLN-0.5,80.95887547553889,84.69743373112262,98.10369280874089,93.75,90.16100178890878,100,100,2,10
10-LSAR_T10-0.3,29.354137928938908,13.285457809694798,53.30692861270159,28.125,37.76223776223776,23.333333333333332,49.66600798460487,1,2.252657561273052
10-MILC-6.3,79.46851192648832,100,67.26859447442922,100,89.01098901098902,100,100,1,10
10-NSAR_T7-0.8,58.90659249723604,57.832689195284395,88.82520970958551,68.75,63.296703296703306,53.333333333333336,80.30821194574573,1,7.851726258337049
10-PUTM_T5-0.3,74.73809923253654,85.26381171986013,80.21057521558791,100,57.69230769230771,100,100,1,10
10-ROUT-1.3,52.27615913394084,36.852476244690635,90.60609826563676,28.125,100,40,70.34953942725846,2,6.595510744779655
10-TRAE-4.5,79.40128412144097,100,100,100,64.81178396072013,100,90.99720488936657,1,10
10-TWOB-3.6,61.37630193742172,51.97442315005616,100,65.625,65.15837104072398,63.33333333333333,83.5429860378386,1,8.319642477797931
10-URIL-0.4,67.33484231455033,81.78265920371739,88.86015492098383,68.75,71.20879120879121,70,90.74229086835989,2,9.448559767178104
11-GORN-6.0,34.15957171884807,60.416684063295904,14.825865419971644,68.75,15.824175824175827,46.666666666666664,32.63361005782645,1,3.163104909959878
11-MOSE-12.8,47.70998386441373,35.30819868342311,89.25425924953161,59.375,43.269230769230774,40,66.76319834871059,2,5.730393806427479
11-ROWL-0.5,70.72577829085802,65.94797711995325,93.71038772720443,90.625,65.93406593406593,93.33333333333333,85.52968392144919,2,10
11-SRUN-3.8,8.658776162979937,22.32125884465095,7.280558911593219,15.625,15.384615384615385,0,0,3,0
11-TEET-0.8,66.47263711768514,97.8641738376772,90.93145290568458,71.875,69.23076923076924,46.666666666666664,88.74039718299834,1,9.285204600958082
11-TOMH-12.2,26.38936004960007,15.495486383290766,13.755274199168857,18.75,72.8744939271255,6.666666666666667,57.18359917094871,1,1.6909446592333763
12-ALPL_T11-2.1,58.454066209762054,51.90327012116677,43.44575947244436,90.625,52.74725274725275,80,90.45718112747049,2,7.765989699130481
12-BARK-0.6,65.59271019825763,100,56.88396280926617,78.125,65.58704453441295,80,78.55296404412431,2,9.118491840808684
13-BASC_T17-2.4,51.65762355532488,59.56437790047764,51.53212066670565,65.625,48.868778280543,66.66666666666666,69.34642137288121,1,6.4783217245497005
13-BLKH-8.2,48.335795215298575,49.64763257322009,62.900604400386065,50,66.84350132625995,33.33333333333333,75.62549487389059,2,5.848961309404562
13-BLKK-1.1,31.70824091701486,19.362487720605692,11.867852176645096,34.375,57.69230769230771,33.33333333333333,65.32670549621218,2,2.698670745042253
13-EBCR-16.3,60.078032299911385,81.72494089624401,64.63816944283072,78.125,58.29959514170041,66.66666666666666,71.0918539519379,1,8.073669647658441
13-FISH-16.3,39.51159895086299,25.673249551166972,51.64416662289227,9.375,100,20,69.88877648198165,2,4.177110974036724
13-IDNK-0.5,44.00475537179347,38.30041891083184,79.27080216786077,37.5,66.46153846153847,30,56.50052806232323,1,5.028393611467189
13-NOST-0.3,57.78923837414032,70.71457528398514,23.758148393535844,100,49.23076923076924,80,80.82117571069199,2,7.640030052876266
13-QKER-0.9,36.07178707016795,36.99159164589334,100,21.875,41.53846153846154,6.666666666666667,45.430789640154124,2,3.5253971551226897
13-QKER-1.0,21.148294067538398,36.64529366504233,41.294321584283246,46.875,9.89010989010989,13.333333333333334,0,2,0.6979615413136588
13-RHIN-4.3,16.56880584356824,8.504204856845893,4.449230445973628,15.625,30.76923076923077,26.666666666666668,29.96730816626072,2,0
13-RIOG-0.7,15.92605344359042,11.190010450440807,63.60967134699983,9.375,17.30769230769231,10,0,2,0
13-SPRO-9.2,35.806495606999555,56.40318597062003,27.26705221033657,50,28.647214854111407,43.333333333333336,44.99468288059554,2,3.475134490016762
13-WALK-35.6,10.172667671562621,21.543985637342892,49.664688063595456,0,0,0,0,2,0
13-WALK_T25-1.5,39.32455383963615,27.879294655812707,37.08279694696917,50,57.294429708222815,26.666666666666668,76.3486888997817,2,4.14167302336536
13-WBLKK-8.9,54.55511548542673,51.80212120754945,39.6175868046436,90.625,52.74725274725275,60,87.09384763854138,1,7.027286492546758
13-WKLEI-0.6,38.335166757139184,59.56437790047764,83.12908031133018,12.5,48.868778280543,16.666666666666664,47.61726414095681,2,3.9542217160607214
14-HURL-2.8,70.59382039437946,89.89567217400658,61.851708133736174,87.5,74.29643527204504,83.33333333333334,97.27959384753511,1,10
14-TENR-3.7,80.41593772767449,100,75.82823076038805,93.75,100,93.33333333333333,100,1,10
14-WLAK-5.8,67.51065804974209,74.44037906506374,70.21117437528385,100,64.81178396072013,76.66666666666667,86.4446022804602,1,9.481870177218273
15-HACK-3.3,30.440525673771468,31.8070105105367,91.4835749085455,21.875,27.692307692307693,16.666666666666664,23.559119938343713,2,2.458486813151551
15-MAWA-3.7,46.577412427022196,40.51406936025741,17.36586959110893,62.5,58.74125874125874,60,86.92068929653031,1,5.515814497367631
15-RAMA-13.7,44.85268822231743,39.60263315380011,76.90231303951954,50,38.19628647214854,46.666666666666664,62.600918224087174,2,5.189044709656306
16-AMEN_T2-1.1,66.11144826822928,100,84.150377249951,96.875,37.76223776223776,90,53.99252286541625,2,9.216773020222778
16-BOGH-0.3,69.8260652116038,75.2860473217396,74.95474249282036,71.875,100,66.66666666666666,100,1,9.920551970332175
16-SWEL-0.1,59.79314344882526,92.7301691658027,57.248042544281816,78.125,43.7246963562753,76.66666666666667,70.05742940875034,2,8.019694021215214
16-SWMP-6.8,32.45553673152799,51.619818323106195,37.3741943222899,40.625,31.952662721893493,16.666666666666664,48.95041508673968,2,2.8402549438375724
16-WEBA-23.3,15.689955034604738,24.009217824700542,21.774721496786707,28.125,12.587412587412588,23.333333333333332,0,1,0
16-WEBA_T4-1.3,54.60935019929101,80.81106769458233,75.0485895886957,87.5,27.01688555347092,70,41.888908558288136,2,7.037561912748823
17-BRWN-0.9,25.4018707958617,31.62388062939679,98.27254827496844,31.25,0,16.666666666666664,0,2,1.5038529184605154
17-BVDC-0.4,15.99410593321572,32.902717917641276,40.72269028153542,25,0,13.333333333333334,0,2,0
17-CARL-0.8,65.97033625200211,94.9350408150631,86.71896651348644,68.75,55.38461538461539,73.33333333333333,82.6703977175165,2,9.19003764800484
17-CARM-12.9,28.27142594513862,44.20374794130301,49.92643729457685,65.625,8.144796380090497,30,0,2,2.0475247266239958
17-CARM-9.0,64.77377901811619,78.43606622780771,42.40660001284049,81.25,92.3076923076923,73.33333333333333,85.68276124513949,2,8.963335458614342
17-EMED-0.4,20.222608032302826,10.532615200478766,100,0,27.692307692307693,3.3333333333333335,0,3,0.5225791651655574
17-GREN-0.8,21.77112520645615,57.29322938442242,34.47964706077064,40.625,0,20,0,3,0.8159644072147586
17-MASS-1.2,31.10013654314007,34.688448776636235,14.676627245867579,59.375,25.961538461538463,33.33333333333333,49.66600798460487,2,2.583458042271953
17-MBUR-2.1,3.295266756383571,9.23127142157663,4.460595873108367,9.375,0,0,0,3,0
17-MIAN-14.2,43.91937275117021,42.565692834992646,47.865162100598354,43.75,61.53846153846154,40,71.71629278413891,2,5.012216844921447
17-MUDL-1.4,27.618242174890707,71.65505279493655,41.88097576263174,53.125,0,26.666666666666668,0,2,1.9237711888942168
17-NISS-4.7,53.20400826836192,54.578096947935386,76.40050237098093,81.25,49.70414201183432,53.333333333333336,57.16198321444943,2,6.771302946139067
17-NISS_E-2.6,20.794906419786344,48.66153969827702,65.0278052402274,21.875,0,10,0,3,0.6310079922646326
17-OROW-0.6,16.122731120597958,2.2740873728306426,0,6.25,55.38461538461539,0,48.95041508673968,3,0
17-PECN-12.4,2.5704330164066462,0,17.993031114846524,0,0,0,0,2,0
17-PECN-8.9,38.99364185176479,36.417163715571746,60.62218075202518,46.875,39.56043956043956,36.666666666666664,52.814042267650386,1,4.078977758967209
17-PENA-1.4,15.093990123123936,8.037427810844513,8.085887192454628,21.875,27.692307692307693,10,29.96730816626072,3,0
17-SAMP-2.1,29.5023373204774,55.004343545491395,61.72035103118376,53.125,0,36.666666666666664,0,3,2.2807357221638656
17-SANT-1.7,18.64163626372483,9.252223289215474,96.52769209531988,6.25,18.461538461538467,0,0,3,0.223045009045644
17-SWML-1.4,21.97354142934617,43.01615798922801,86.08709355465672,6.25,18.461538461538467,0,0,3,0.854314600250069
17-TERR-0.2,29.929633480523563,54.578096947935386,70.32011650843172,40.625,10.650887573964498,33.33333333333333,0,2,2.361692129644707
