site_id,SITE_SCORE,rich_ttaxa_coe,rich_ttaxa_insecta,pct_gatherer,rich_genus,shannon_ttaxa_shredder,condition_class
13-WBLKK-8.9,7.429823569693006,1.4369585745370943,0.17986420252709207,-0.3541076487252125,0.7511374366898447,0.4159710046641875,1
13-WKLEI-0.6,2.2205027422212797,-0.20527979636244204,-0.8993210126354604,1.0814123072928998,-1.4562868670517397,-1.3000218890219781,2
14-HURL-2.8,9.143671462975686,1.671564056094171,0.8993210126354604,0.41031521201492877,1.4869455379370395,-0.3244743557059139,1
14-TENR-3.7,10,2.844591463879554,1.6187778227438285,0.8374926930167724,1.119041487313442,1.165124345334113,1
14-WLAK-5.8,10,2.140775019208324,1.5288457214802826,0.5452133639102479,1.2416761708546413,0.7980675751203545,1
15-HACK-3.3,4.121484075074639,0.029325685194634576,-0.5395926075812763,1.354602275282162,-1.2110174999693415,-0.5118337778515407,2
15-MAWA-3.7,5.659932119245257,1.4369585745370943,0,-0.9836323575700348,0.3832333860662473,-0.17662748378804966,1
15-RAMA-13.7,4.537159774000306,0.029325685194634576,-0.08993210126354603,0.8824587436485455,0.015329335442649892,-1.3000218890219781,2
16-AMEN_T2-1.1,8.6269805352405875,0.7331421298658645,0.9892531138990064,1.0848059714915241,0.996406803772243,-0.17662748378804966,2
16-BOGH-0.3,7.83220319341877,0.4985366483087878,0.8993210126354604,0.8374926930167724,0.26059870252504813,0.33625413693270073,1
16-SWEL-0.1,8.971059409722526,1.4369585745370943,0.7194568101083683,0.29790008543549623,0.8737721202310438,0.642971819410524,2
16-SWMP-6.8,3.1829015361073814,-0.20527979636244204,-0.2697963037906381,-0.3541076487252125,-0.3525747151809475,-0.6353399998333785,2
16-WEBA-23.3,1.5360640800949446,-0.9090962410336719,-0.9892531138990064,-0.8487342056747157,-0.9657481328869432,0.24889577358928194,1
16-WEBA_T4-1.3,9.08302362655093,0.029325685194634576,1.2590494176896445,0.859975718332659,0.996406803772243,0.9382660015617489,2
17-BRWN-0.9,3.5933075956990317,-0.6744907594765953,-0.6295247088448223,1.6693646297045732,-0.9657481328869432,-0.806293432797181,2
17-BVDC-0.4,0,-0.9090962410336719,-1.0791852151625525,-0.44403974998875856,-1.3336521835105406,-1.3000218890219781,2
17-CARL-0.8,8.312790011691268,0.7331421298658645,0.35972840505418413,1.17473807275507,0.3832333860662473,0.6619480179499018,2
17-CARM-12.9,5.1418450141400465,-0.20527979636244204,0.17986420252709207,-0.03934529430280107,0.3832333860662473,-0.17662748378804966,2
17-CARM-9.0,7.233366986229406,0.7331421298658645,0.8993210126354604,-0.15176042088223393,1.2416761708546413,-0.48901190624432667,2
17-EMED-0.4,3.4154870896822995,-0.43988527791951865,-1.4389136202167365,2.223945920829774,-2.3147296518401337,0.3850697188289146,3
17-GREN-0.8,2.367546329014904,-0.9090962410336719,-0.35972840505418413,-0.46652277530464503,-0.720478765804545,-0.17662748378804966,2
17-MASS-1.2,2.1377395959442227,-0.43988527791951865,-0.6295247088448223,-1.1410135347812402,-0.4752093987221466,-0.17662748378804966,2
17-MBUR-2.1,0,-0.9090962410336719,-1.1691173164260984,-1.3883268132559918,-1.5789215505929388,-1.3000218890219781,3
17-MIAN-14.2,5.210951113458798,0.7331421298658645,-0.08993210126354603,0.028103781644857818,-0.3525747151809475,-0.10778798160743135,1
17-MUDL-1.4,2.0249260756599434,-0.9090962410336719,-0.4496605063177302,-0.331624623409326,0.015329335442649892,-1.3000218890219781,2
17-NISS-4.7,6.394064050273929,0.2639311667517112,0,0.770043617069113,0.6285027531486456,-0.26841348669554055,2
17-NISS_E-2.6,1.3259083794751083,-0.9090962410336719,-0.8993210126354604,0.5227303385943614,-1.0883828164281424,-1.3000218890219781,2
17-OROW-0.6,0,-1.1437017225907484,-1.2590494176896445,-1.748055218310176,-1.9468256012165361,-0.20926142345304644,3
17-PECN-8.9,4.2565770624359125,0.029325685194634576,-0.5395926075812763,0.3878321866990423,-0.3525747151809475,-0.26841348669554055,1
17-PENA-1.4,0,-0.6744907594765953,-1.0791852151625525,-1.2759116866765594,-1.0883828164281424,-1.3000218890219781,3
17-SAMP-2.1,4.098404138797491,-0.43988527791951865,-0.35972840505418413,0.4552812626467018,-0.22994003163974838,-0.32732340923575937,2
17-SANT-1.7,1.0646204510154296,-0.9090962410336719,-1.5288457214802826,1.5041405366855,-1.701556234134138,-1.3000218890219781,3
17-SWML-1.4,1.0050142908756374,-0.9090962410336719,-1.2590494176896445,1.17473807275507,-1.701556234134138,-1.3000218890219781,2
17-TERR-0.2,5.695996793385942,-0.20527979636244204,-0.08993210126354603,0.6351454651737939,-0.3525747151809475,0.7086379410190837,2
