"site_id","sample_date","sys_sample_code","sample_source","sample_matrix_code","dec_sample_type_cde","lab_sample_type_cde","sample_type_code_combined","chemical_name","fraction","result_value","result_unit","lab_qualifiers","interpreted_qualifiers","validator_qualifiers","validator_qual_expln","validator_qualifiers_equis","method_detection_limit","reporting_detection_limit","quantitation_limit","detection_limit_unit","event_id"
"14-WLAK-5.8","2019-08-20","14-WLAK-5.8-08202019-W","field","WS","N","N","","iron","TOTAL",322,"ug/l","0","","A","","",13,NA,100,"ug/l","14-WLAK-5.8_2019-08-20"
"14-WLAK-5.8","2019-08-20","14-WLAK-5.8-08202019-W","field","WS","N","N","","zinc","TOTAL",5.1,"ug/l","0","","A","","",2.5,NA,5,"ug/l","14-WLAK-5.8_2019-08-20"
"14-WLAK-5.8","2019-08-20","14-WLAK-5.8-08202019-W","field","WS","N","N","","magnesium","TOTAL",2550,"ug/l","0","","A","","",68,NA,1000,"ug/l","14-WLAK-5.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","alkalinity, total (as caco3)","TOTAL",15.2,"mg/l","0","","A","","",1.8,NA,2,"mg/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","nitrogen, ammonia (as n)","TOTAL",0.03,"mg/l","0","","A","","",0.003,NA,0.01,"mg/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","chloride (as cl)","TOTAL",26.5,"mg/l","0","","A","","",0.5,NA,2,"mg/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","hardness (as caco3)","TOTAL",21.9,"mg/l","0","","A","","",NA,NA,6.62,"mg/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","nitrogen, nitrate (as n)","TOTAL",0.024,"mg/l","0","","A","","",NA,NA,0.01,"mg/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","nitrate+nitrite as nitrogen","TOTAL",0.0236,"mg/l","0","","J","estimated value due to Equipment Blank error","",0.0015,NA,0.002,"mg/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","nitrogen, nitrite","TOTAL",NA,"mg/l","U","","U","Analyte was analyzed for but not detected","",0.007,0.007,0.01,"mg/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","nitrogen","TOTAL",0.66,"mg/l","0","","A","","",NA,0.1,0.1,"mg/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","nitrogen, kjeldahl, total","TOTAL",0.64,"mg/l","0","","A","","",0.1,NA,0.1,"mg/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","phosphorus, total (as p)","TOTAL",0.0533,"mg/l","0","","A","","",0.0036,NA,0.005,"mg/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","turbidity","TOTAL",3.83,"ntu","0","","A","","",0.06,NA,0.1,"ntu","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","aluminum","TOTAL",107,"ug/l","0","","A","","",2.3,NA,10,"ug/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","arsenic","TOTAL",1.3,"ug/l","0","","R","Precision error","",0.32,NA,1,"ug/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","cadmium","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.38,0.38,1,"ug/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","copper","TOTAL",0.95,"ug/l","J","","J","estimated value due to lab error","",0.66,NA,1,"ug/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","lead","TOTAL",0.78,"ug/l","J","","J","estimated value due to lab error","",0.57,NA,1,"ug/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","calcium","TOTAL",6530,"ug/l","0","","A","","",110,NA,1000,"ug/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","nickel","TOTAL",0.81,"ug/l","J","","J","estimated value due to lab error","",0.26,NA,1,"ug/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","silver","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.15,0.15,1,"ug/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","iron","TOTAL",1130,"ug/l","0","","A","","",13,NA,100,"ug/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","zinc","TOTAL",3.1,"ug/l","J","","J","estimated value due to lab error","",2.5,NA,5,"ug/l","14-HURL-2.8_2019-08-20"
"14-HURL-2.8","2019-08-20","14-HURL-2.8-08202019-W","field","WS","N","N","","magnesium","TOTAL",1360,"ug/l","0","","A","","",68,NA,1000,"ug/l","14-HURL-2.8_2019-08-20"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","alkalinity, total (as caco3)","TOTAL",16.4,"mg/l","0","","A","","",1.8,NA,2,"mg/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","nitrogen, ammonia (as n)","TOTAL",NA,"mg/l","U","","U","Analyte was analyzed for but not detected","",0.003,0.003,0.01,"mg/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","chloride (as cl)","TOTAL",16.9,"mg/l","0","","R","Precision error","",0.5,NA,2,"mg/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","chlorophyll a","TOTAL",1.77,"ug/l","0","","A","","",NA,NA,0.081,"ug/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","hardness (as caco3)","TOTAL",22.9,"mg/l","0","","A","","",NA,NA,6.62,"mg/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","nitrogen, nitrate (as n)","TOTAL",0.136,"mg/l","0","","A","","",NA,NA,0.01,"mg/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","nitrate+nitrite as nitrogen","TOTAL",0.136,"mg/l","0","","A","","",0.0015,NA,0.002,"mg/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","nitrogen, nitrite","TOTAL",NA,"mg/l","U","","U","Analyte was analyzed for but not detected","",0.007,0.007,0.01,"mg/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","nitrogen","TOTAL",0.35,"mg/l","0","","A","","",NA,NA,0.1,"mg/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","nitrogen, kjeldahl, total","TOTAL",0.21,"mg/l","0","","A","","",0.1,NA,0.1,"mg/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","phosphorus, total (as p)","TOTAL",0.037,"mg/l","0","","A","","",0.0036,NA,0.005,"mg/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","turbidity","TOTAL",2.18,"ntu","0","","A","","",0.06,NA,0.1,"ntu","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","aluminum","TOTAL",69.3,"ug/l","0","","A","","",2.3,NA,10,"ug/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","arsenic","TOTAL",0.74,"ug/l","J","","J","estimated value due to lab error","",0.32,NA,1,"ug/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","cadmium","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.38,0.38,1,"ug/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","copper","TOTAL",0.8,"ug/l","J","","J","estimated value due to lab error","",0.66,NA,1,"ug/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","lead","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.57,0.57,1,"ug/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","calcium","TOTAL",6250,"ug/l","0","","A","","",110,NA,1000,"ug/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","nickel","TOTAL",0.64,"ug/l","J","","J","estimated value due to lab error","",0.26,NA,1,"ug/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","silver","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.15,0.15,1,"ug/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","iron","TOTAL",436,"ug/l","0","","A","","",13,NA,100,"ug/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","zinc","TOTAL",NA,"ug/l","U","","R","Analyte was analyzed for but not detected ; Precision error","",2.5,2.5,5,"ug/l","14-TENR-3.7_2019-08-21"
"14-TENR-3.7","2019-08-21","14-TENR-3.7-08212019-W","field","WS","N","N","","magnesium","TOTAL",1770,"ug/l","0","","A","","",68,NA,1000,"ug/l","14-TENR-3.7_2019-08-21"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","alkalinity, total (as caco3)","TOTAL",14.5,"mg/l","0","","A","","",1.8,NA,2,"mg/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","nitrogen, ammonia (as n)","TOTAL",0.018,"mg/l","0","","A","","",0.003,NA,0.01,"mg/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","chloride (as cl)","TOTAL",22.8,"mg/l","0","","A","","",0.5,NA,2,"mg/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","chlorophyll a","TOTAL",0.36,"ug/l","0","","A","","",NA,NA,0.08,"ug/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","hardness (as caco3)","TOTAL",58.1,"mg/l","0","","A","","",NA,NA,6.62,"mg/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","nitrogen, nitrate (as n)","TOTAL",0.024,"mg/l","0","","A","","",NA,NA,0.01,"mg/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","nitrate+nitrite as nitrogen","TOTAL",0.0242,"mg/l","0","","A","","",0.0015,NA,0.002,"mg/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","nitrogen, nitrite","TOTAL",NA,"mg/l","U","","U","Analyte was analyzed for but not detected","",0.007,0.007,0.01,"mg/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","nitrogen","TOTAL",0.33,"mg/l","0","","A","","",NA,0.1,0.1,"mg/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","nitrogen, kjeldahl, total","TOTAL",0.31,"mg/l","0","","A","","",0.1,NA,0.1,"mg/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","phosphorus, total (as p)","TOTAL",0.0092,"mg/l","0","","A","","",0.0036,NA,0.005,"mg/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","turbidity","TOTAL",5.35,"ntu","0","","J","estimated value due to Equipment Blank error","",0.06,NA,0.1,"ntu","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","aluminum","TOTAL",90.7,"ug/l","0","","A","","",2.3,NA,10,"ug/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","arsenic","TOTAL",NA,"ug/l","U","","R","Analyte was analyzed for but not detected ; Precision error","",0.32,0.32,1,"ug/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","cadmium","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.38,0.38,1,"ug/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","copper","TOTAL",4.2,"ug/l","0","","A","","",0.66,NA,1,"ug/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","lead","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.57,0.57,1,"ug/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","calcium","TOTAL",18000,"ug/l","0","","A","","",110,NA,1000,"ug/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","nickel","TOTAL",8.7,"ug/l","0","","A","","",0.26,NA,1,"ug/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","silver","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.15,0.15,1,"ug/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","iron","TOTAL",3560,"ug/l","0","","A","","",13,NA,100,"ug/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","zinc","TOTAL",10.1,"ug/l","0","","R","Precision error","",2.5,NA,5,"ug/l","09-LTTL-13.2_2019-09-10"
"09-LTTL-13.2","2019-09-10","09-LTTL-13.2-09102019-W","field","WS","N","N","","magnesium","TOTAL",3180,"ug/l","0","","A","","",68,NA,1000,"ug/l","09-LTTL-13.2_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","alkalinity, total (as caco3)","TOTAL",7,"mg/l","0","","A","","",1.8,NA,2,"mg/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","nitrogen, ammonia (as n)","TOTAL",NA,"mg/l","U","","U","Analyte was analyzed for but not detected","",0.003,0.003,0.01,"mg/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","chloride (as cl)","TOTAL",16.2,"mg/l","0","","A","","",0.5,NA,2,"mg/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","chlorophyll a","TOTAL",1.75,"ug/l","0","","A","","",NA,NA,0.16,"ug/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","hardness (as caco3)","TOTAL",13.7,"mg/l","0","","A","","",NA,NA,6.62,"mg/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","nitrogen, nitrate (as n)","TOTAL",NA,"mg/l","U","","U","Analyte was analyzed for but not detected","",NA,0.01,0.01,"mg/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","nitrate+nitrite as nitrogen","TOTAL",0.0084,"mg/l","0","","A","","",0.0015,NA,0.002,"mg/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","nitrogen, nitrite","TOTAL",NA,"mg/l","U","","U","Analyte was analyzed for but not detected","",0.007,0.007,0.01,"mg/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","nitrogen","TOTAL",0.53,"mg/l","0","","A","","",NA,0.1,0.1,"mg/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","nitrogen, kjeldahl, total","TOTAL",0.52,"mg/l","0","","A","","",0.1,NA,0.1,"mg/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","phosphorus, total (as p)","TOTAL",0.0178,"mg/l","0","","A","","",0.0036,NA,0.005,"mg/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","turbidity","TOTAL",2.32,"ntu","0","","R","Equipment Blank error","",0.06,NA,0.1,"ntu","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","aluminum","TOTAL",168,"ug/l","0","","A","","",2.3,NA,10,"ug/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","arsenic","TOTAL",0.39,"ug/l","J","","R","estimated value due to lab error ; Precision error","",0.32,NA,1,"ug/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","cadmium","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.38,0.38,1,"ug/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","copper","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.66,0.66,1,"ug/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","lead","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.57,0.57,1,"ug/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","calcium","TOTAL",3990,"ug/l","0","","A","","",110,NA,1000,"ug/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","nickel","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.26,0.26,1,"ug/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","silver","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.15,0.15,1,"ug/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","iron","TOTAL",576,"ug/l","0","","A","","",13,NA,100,"ug/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","zinc","TOTAL",3.5,"ug/l","J","","R","estimated value due to lab error ; Precision error","",2.5,NA,5,"ug/l","09-MARA-4.5_2019-09-10"
"09-MARA-4.5","2019-09-10","09-MARA-4.5-09102019-W","field","WS","N","N","","magnesium","TOTAL",909,"ug/l","J","","J","estimated value due to lab error","",68,NA,1000,"ug/l","09-MARA-4.5_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","alkalinity, total (as caco3)","TOTAL",5,"mg/l","0","","A","","",1.8,NA,2,"mg/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","nitrogen, ammonia (as n)","TOTAL",NA,"mg/l","U","","U","Analyte was analyzed for but not detected","",0.003,0.003,0.01,"mg/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","chloride (as cl)","TOTAL",7.7,"mg/l","0","","A","","",0.5,NA,2,"mg/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","chlorophyll a","TOTAL",0.29,"ug/l","0","","A","","",NA,NA,0.053,"ug/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","hardness (as caco3)","TOTAL",8.7,"mg/l","0","","A","","",NA,NA,6.62,"mg/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","nitrogen, nitrate (as n)","TOTAL",NA,"mg/l","U","","U","Analyte was analyzed for but not detected","",NA,0.01,0.01,"mg/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","nitrate+nitrite as nitrogen","TOTAL",0.0047,"mg/l","0","","A","","",0.0015,NA,0.002,"mg/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","nitrogen, nitrite","TOTAL",NA,"mg/l","U","","U","Analyte was analyzed for but not detected","",0.007,0.007,0.01,"mg/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","nitrogen","TOTAL",0.61,"mg/l","0","","A","","",NA,0.1,0.1,"mg/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","nitrogen, kjeldahl, total","TOTAL",0.6,"mg/l","0","","A","","",0.1,NA,0.1,"mg/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","phosphorus, total (as p)","TOTAL",0.0104,"mg/l","0","","A","","",0.0036,NA,0.005,"mg/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","turbidity","TOTAL",1.51,"ntu","0","","R","Equipment Blank error","",0.06,NA,0.1,"ntu","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","aluminum","TOTAL",127,"ug/l","0","","A","","",2.3,NA,10,"ug/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","arsenic","TOTAL",NA,"ug/l","U","","R","Analyte was analyzed for but not detected ; Precision error","",0.32,0.32,1,"ug/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","cadmium","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.38,0.38,1,"ug/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","copper","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.66,0.66,1,"ug/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","lead","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.57,0.57,1,"ug/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","calcium","TOTAL",2630,"ug/l","0","","A","","",110,NA,1000,"ug/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","nickel","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.26,0.26,1,"ug/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","silver","TOTAL",NA,"ug/l","U","","U","Analyte was analyzed for but not detected","",0.15,0.15,1,"ug/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","iron","TOTAL",511,"ug/l","0","","A","","",13,NA,100,"ug/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","zinc","TOTAL",4,"ug/l","J","","R","estimated value due to lab error ; Precision error","",2.5,NA,5,"ug/l","09-BIBK-5.4_2019-09-10"
"09-BIBK-5.4","2019-09-10","09-BIBK-5.4-09102019-W","field","WS","N","N","","magnesium","TOTAL",527,"ug/l","J","","J","estimated value due to lab error","",68,NA,1000,"ug/l","09-BIBK-5.4_2019-09-10"
"09-CEDL-0.1","2019-09-11","09-CEDL-0.1-09112019-W","field","WS","N","N","","alkalinity, total (as caco3)","TOTAL",106,"mg/l","0","","A","","",1.8,NA,2,"mg/l","09-CEDL-0.1_2019-09-11"
"09-CEDL-0.1","2019-09-11","09-CEDL-0.1-09112019-W","field","WS","N","N","","nitrogen, ammonia (as n)","TOTAL",NA,"mg/l","U","","U","Analyte was analyzed for but not detected","",0.003,0.003,0.01,"mg/l","09-CEDL-0.1_2019-09-11"
"09-CEDL-0.1","2019-09-11","09-CEDL-0.1-09112019-W","field","WS","N","N","","chloride (as cl)","TOTAL",4.1,"mg/l","0","","A","","",0.5,NA,2,"mg/l","09-CEDL-0.1_2019-09-11"
