SAMPLE_EVENT_INFO_HISTORY_ID,EVENT_SMAS_ID,SITE_TYPE_DPRTMNT_INTRST_IND,SITE_TYPE_EXTRNL_SUGG_IND,SITE_TYPE_LNG_TRM_TRND_IND,SITE_TYPE_MLTPLT_IND,SITE_TYPE_PROBABILISTIC_IND,SITE_TYPE_RAS_IND,SITE_TYPE_REFERENCE_IND,SITE_TYPE_RMN_IND,SITE_TYPE_SPCL_STDY_IND,SITE_TYPE_UNASSD_PWL_IND,EVENT_BASELINE,EVENT_EXTENT,DISCH_COLLECT_IND,TOTAL_DISCH,SEI_BIOSAMPLE_COLLECT_IND,SEIH_BIOSAMPLE_COLLECT_IND,SEIH_BIOSAMPLE_TYPE,SEIH_WATER_CHEM_COLLECT_IND,SEIH_CHEM_QAQC_IND,SEIH_CHEM_QAQC_TYPE,SEIH_CHEM_SAMP_LOC,SEIH_CHEM_SAMP_EQUP,SEIH_MICROTOX_IND,SEIH_ORG_FOR_TOXICS_IND,SEIH_DEPTH,SEIH_DEPTH_QLFR,SEIH_WIDTH,SEIH_WIDTH_QLFR,SEIH_SPEED_OF_STREAM_CURRENT,SEIH_SPD_OF_STRM_CURRENT_QLFR,SEIH_SECCHI,SEIH_SECCHI_QLFR,SEIH_ALGAE_DIATOMS_PRESENT,SEIH_THICKNESS_DIATOMS_PRESENT,SEIH_ALGAE_SUSPENDED_IND,SEIH_ALGAE_FILAMENTOUS_IND,MFDH_MACROPHYTES,SEIH_CANOPY,SEIH_EMBEDDEDNESS,SEIH_EMBEDDEDNESS_QLFR,SEIH_ROCK,SEIH_RUBBLE,SEIH_GRAVEL,SEIH_SAND,SEIH_SILT,SEIH_CLAY,SEIH_LAND_USE,SEIH_YSI_METER_ID,SEIH_TEMPERATURE,SEIH_CONDUCTANCE,SEIH_DISSOLVED_OXYGEN,SEIH_PH,SEIH_PCT_SATURATION,SEIH_SALINITY,SEIH_Chl_ugL,SEIH_Chl_RFU,SEIH_PC_ugL,SEIH_PC_RFU,SEIH_GENERAL_COMMENT,CHEM_RESULT_RCVD_IND,CHEM_RESULT_RCVD_NOTE,CREATE_DATE,END_DATE,UPDATE_DATE,UPDATED_BY_GUID
360,01-NIAG-25.5_19821006,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.1,,,,90,,4.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,17,240,13.4,8.1,,,,,,,,,,,,,
361,01-NIAG-33.4_19821006,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.1,,,,50,,3,,0,,FALSE,FALSE,0,,,,,,,,,,,,17,240,17,8.4,,,,,,,,,,,,,
362,01-NIAG-36.7_19821006,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.1,,,,60,,3,,0,,FALSE,FALSE,0,,,,,,,,,,,,16.5,225,9.4,8.3,,,,,,,,,,,,,
363,01-NIAG_EC-24.9_19821006,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.1,,,,65,,3,,0,,FALSE,FALSE,0,,,,,,,,,,,,17,240,13.4,8.1,,,,,,,,,,,,,
364,01-NIAG_WC-24.9_19821006,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.1,,,,100,,4.2,,0,,FALSE,FALSE,0,,,,,,,,,,,,17,240,13.4,8.1,,,,,,,,,,,,,
365,01-NIAG_WI-24.9_19821006,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.1,,,,100,,3.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,17,240,,8.3,,,,,,,,,,,,,
366,01-BUFC-2.2_19821007,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.3,,,,20,,0.3,,0,,FALSE,FALSE,0,,,,,,,,,,,,15,340,8.9,7.9,,,,,,,,,,,,,
367,01-CAZE-2.8_19821007,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.7,,,,15,,,,0,,FALSE,TRUE,1,,,,,,,,,,,,16,300,9.9,,,,,,,,,,,,,,
368,01-NIAG-0.6_19821007,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.1,,,,120,,3,,,,FALSE,FALSE,0,,,,,,,,,,,,17,240,11,7.7,,,,,,,,,,,,,
369,01-YUGA-3.9_19821007,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.4,,,,10,,0.4,,,,FALSE,FALSE,0,,,,,,,,,,,,15.5,550,7.3,7.6,,,,,,,,,,,,,
370,01-YUGA-12.3_19821007,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.2,,,,25,,0.2,,0,,FALSE,FALSE,0,,,,,,,,,,,,15,390,8,7.7,,,,,,,,,,,,,
371,06-USSQ-79.0_19830618,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.8,,,,25,,0.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,21,180,9,7.9,,,,,,,,,,,,,
372,09-STLW-64.6_19830620,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,13,,,,50,,3.6,,0,,FALSE,FALSE,0,,,,,,,,,,,,17,250,9.8,8.5,,,,,,,,,,,,,
373,09-STLW-74.8_19830620,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,10.3,,,,30,,3,,0,,FALSE,FALSE,0,,,,,,,,,,,,16,250,9.5,8.7,,,,,,,,,,,,,
374,09-STLW-86.3_19830620,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,80,,2.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,17,250,9.5,8.7,,,,,,,,,,,,,
375,09-STLW-97.2_19830620,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,12.3,,,,15,,2.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,18,250,9.8,8.7,,,,,,,,,,,,,
376,09-STLW-110.3_19830620,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,9.3,,,,10,<,3,,0,,FALSE,FALSE,0,,,,,,,,,,,,18.5,260,10,8.7,,,,,,,,,,,,,
377,09-GRAS-4.9_19830621,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,5.5,,,,0,,0.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,25,150,12,9.5,,,,,,,,,,,,,
378,09-GRAS-10.1_19830621,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.8,,,,0,,1.5,,0,,FALSE,FALSE,0,,,,,,,,,,,,27,100,8.3,9.1,,,,,,,,,,,,,
379,09-GTCH-0.8_19830621,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,3,,,,19,,1.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,25,120,7.5,7.7,,,,,,,,,,,,,
380,09-STLW-23.6_19830621,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,90,,2.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,17,255,10.2,8.9,,,,,,,,,,,,,
381,09-STLW-32.0_19830621,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,90,,3,,0,,FALSE,FALSE,0,,,,,,,,,,,,17,260,10.2,9.3?,,,,,,,,,,,,,
382,09-STLW-39.4_19830621,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,80,,3.2,,0,,FALSE,FALSE,0,,,,,50,,50,,,,,17,260,10.2,8.6,,,,,,,,,,,,,
383,09-STLW-49.8_19830621,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,14.1,,,,60,,3.8,,0,,FALSE,FALSE,0,,,,,,,95,,,,,17,255,9.7,8.8,,,,,,,,,,,,,
384,09-STLW-50.9_19830621,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,9.3,,,,40,,4,,0,,FALSE,FALSE,0,,,,,,,45,,10,,,18,260,9,8.8,,,,,,,,,,,,,
385,09-STLW-60.0_19830621,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,40,,4,,0,,FALSE,FALSE,0,,,,,,,,,,,,16,260,9.2,8.8,,,,,,,,,,,,,
386,09-RAQU-3.2_19830622,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,4,,,,30,,1.6,,0,,FALSE,FALSE,,,,,,,,,,99,,,24,45,7.5,7.3,,,,,,,,,,,,,
387,09-REGI-0.1_19830622,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.7,,,,20,,1.2,,0,,FALSE,FALSE,0,,,,,,,95,,,,,22,125,7.8,8.2,,,,,,,,,,,,,
388,09-STLW-0.1_19830622,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,100,,3,,0,,FALSE,FALSE,0,,,,,50,,50,,,,,17,240,10.2,8.3,,,,,,,,,,,,,
389,09-STLW-12.3_19830622,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,12,,,,80,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,17,250,9.8,8.5,,,,,,,,,,,,,
390,11-HOOS-22.7_19830705,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,50,,,,,,FALSE,FALSE,0,,,,,,,,,,,,23.5,,,,,,,,,,,,,,,,
391,11-HOOS-29.3_19830705,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,60,,,,,,FALSE,FALSE,0,,,,,,,,,,,,22.5,,,,,,,,,,,,,,,,
392,11-HOOS-35.3_19830705,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,50,,,,,,FALSE,FALSE,0,,,,,,,,,,,,23,,,,,,,,,,,,,,,,
393,11-LHOO-0.1_19830705,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,60,,,,,,FALSE,FALSE,0,,,,,,,,,,,,20.5,,,,,,,,,,,,,,,,
394,09-STLW-64.6_19830725,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,25,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,290,7.7/ 7,,,,,,,,,,,,,,
395,09-STLW-74.8_19830725,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,20,,4,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,285,7.5,,,,,,,,,,,,,,
396,09-STLW-86.3_19830725,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,50,,3.4,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,290,8.1,,,,,,,,,,,,,,
397,09-STLW-97.2_19830725,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,10,,3.6,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,285,8.7,,,,,,,,,,,,,,
398,09-STLW-110.3_19830725,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,9,,,,10,<,,,,,FALSE,FALSE,0,,,,,,,,,,,,23,270,8.2,,,,,,,,,,,,,,
399,09-GTCH-0.8_19830726,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.8,,,,14,,1.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,24,130,7.5,,,,,,,,,,,,,,
400,09-STLW-12.3_19830726,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,80,,2.7,,0,,FALSE,FALSE,0,,,,,,,,,,,,22.5,290,7.4/ 7.6,,,,,,,,,,,,,,
401,09-STLW-23.6_19830726,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,70,,3,,0,,FALSE,TRUE,0,,,,,,,,,,,,23,290,7.4,,,,,,,,,,,,,,
402,09-STLW-32.0_19830726,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,70,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,290,7.6,,,,,,,,,,,,,,
403,09-STLW-39.4_19830726,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,90,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,290,6.7/ 7.4,,,,,,,,,,,,,,
404,09-STLW-49.8_19830726,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,60,,,,0,,FALSE,TRUE,0,,,,,,,,,,,,22.5,290,6.7,,,,,,,,,,,,,,
405,09-STLW-50.9_19830726,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,9,,,,25,,5,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,290,6.4,,,,,,,,,,,,,,
406,09-STLW-60.0_19830726,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,40,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,290,6.5,,,,,,,,,,,,,,
407,09-GRAS-4.9_19830727,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,5,,,,10,<,2,,0,,FALSE,FALSE,0,,,,,,,,,,,,24,190,6.6,,,,,,,,,,,,,,
408,09-GRAS-10.1_19830727,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.8,,,,10,,1.8,,0,,FALSE,FALSE,0,,,,,,,100,,,,,24,110,7.6,,,,,,,,,,,,,,
409,09-RAQU-3.2_19830727,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,3,,,,20,,1.8,,0,,FALSE,FALSE,0,,,,,,,,,100,,,24,50,7.2,,,,,,,,,,,,,,
410,09-REGI-0.1_19830727,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.8,,,,19,,1.6,,0,,FALSE,FALSE,0,,,,,,,90,,,,,26,130,7.4,,,,,,,,,,,,,,
411,09-STLW-0.1_19830727,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,10,,,,100,,2,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,260,7.5,,,,,,,,,,,,,,
412,09-STLW-64.6_19830829,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,50,,5,,0,,FALSE,TRUE,,,,,,,,,,,,,22,290,7.8,,,,,,,,,,,,,,
413,09-STLW-74.8_19830829,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,33,,3.4,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,290,8.2,,,,,,,,,,,,,,
414,09-STLW-86.3_19830829,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,40,,2.7,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,280,8.4,,,,,,,,,,,,,,
415,09-STLW-97.2_19830829,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,12,,2.4,,,,FALSE,FALSE,0,,,,,,,,,,,,22,280,8.8,,,,,,,,,,,,,,
416,09-STLW-110.3_19830829,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,10,<,2,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,280,8.5,,,,,,,,,,,,,,
417,09-GTCH-0.8_19830830,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.9,,,,14,,2,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,125,7.6,,,,,,,,,,,,,,
418,09-RAQU-3.2_19830830,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,3.2,,,,16,,2.5,,0,,FALSE,FALSE,0,,,,,,,,,,,,25,55,7.4,,,,,,,,,,,,,,
419,09-REGI-0.1_19830830,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2,,,,10,,0.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,26,105,7.8,,,,,,,,,,,,,,
420,09-STLW-0.1_19830830,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,70,,3,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,285,7.8,,,,,,,,,,,,,,
421,09-STLW-12.3_19830830,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,71,,3.1,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,275,7.8,,,,,,,,,,,,,,
422,09-STLW-23.6_19830830,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,71,,4.3,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,285,7.8,,,,,,,,,,,,,,
423,09-STLW-32.0_19830830,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,83,,4,,0,,FALSE,TRUE,,,,,,,,,,,,,22,285,7.8,,,,,,,,,,,,,,
424,09-STLW-39.4_19830830,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,100,,4.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,285,7.8,,,,,,,,,,,,,,
425,09-STLW-49.8_19830830,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,59,,4.4,,0,,FALSE,TRUE,,,,,,,,,,,,,22,285,7.8,,,,,,,,,,,,,,
426,09-STLW-50.9_19830830,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,13,,4.6,,0,,FALSE,TRUE,0,,,,,,,,,,,,22,280,7.8,,,,,,,,,,,,,,
427,09-STLW-60.0_19830830,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,36,,5,,0,,FALSE,TRUE,,,,,,,,,,,,,22,285,7.8,,,,,,,,,,,,,,
428,09-GRAS-4.9_19830831,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,5.5,,,,10,<,2,,0,,FALSE,TRUE,0,,,,,,,,,,,,25,150,5.8,,,,,,,,,,,,,,
429,09-GRAS-10.1_19830831,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,10,<,2,,0,,FALSE,FALSE,0,,,,,,,,,,,,25,100,7.2,,,,,,,,,,,,,,
430,09-STLW-64.6_19831003,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,50,,4.6,,0,,FALSE,FALSE,0,,,,,,,,,,,,,265,8.4,,,,,,,,,,,,,,
431,09-STLW-74.8_19831003,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,29,,4.8,,0,,FALSE,TRUE,0,,,,,,,,,,,,,265,8.2,,,,,,,,,,,,,,
432,09-STLW-86.3_19831003,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,70,,3.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,18,265,8.8,,,,,,,,,,,,,,
433,09-STLW-97.2_19831003,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,,,3.6,,0,,FALSE,FALSE,0,,,,,,,,,,,,19,265,8.8,,,,,,,,,,,,,,
434,09-STLW-110.3_19831003,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,,,3.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,18,260,8.4,,,,,,,,,,,,,,
435,09-GRAS-4.9_19831004,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,5,,,,,,2.2,,0,,FALSE,FALSE,0,,,,,,,,,,,,,135,7.4,,,,,,,,,,,,,,
436,09-GRAS-10.1_19831004,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.6,,,,0,,1.5,,0,,FALSE,FALSE,0,,,,,,,,,,,,17,85,8.2,,,,,,,,,,,,,,
437,09-GTCH-0.8_19831004,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,3,,,,10,<,2.2,,0,,FALSE,FALSE,,,,,,,,,,,,,17,120,8.4,,,,,,,,,,,,,,
438,09-STLW-60.0_19831004,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,30,,4.2,,0,,FALSE,FALSE,0,,,,,,,,,,,,17,265,8.2,,,,,,,,,,,,,,
439,09-STLW-32.0_19831005,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,60,,4,,0,,FALSE,FALSE,0,,,,,,,,,,,,17,265,8.4,,,,,,,,,,,,,,
440,09-STLW-39.4_19831005,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,100,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,18,270,8.4,,,,,,,,,,,,,,
441,09-STLW-49.8_19831005,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,70,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,17,270,,,,,,,,,,,,,,,
442,09-STLW-50.9_19831005,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,7.6,,,,20,,5,,0,,FALSE,TRUE,0,,,,,,,,,,,,17,260,8.2,,,,,,,,,,,,,,
443,09-RAQU-3.2_19831006,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,3,,,,20,,1.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,14,60,8.4,,,,,,,,,,,,,,
444,09-REGI-0.1_19831006,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,3.2,,,,15,,1.6,,0,,FALSE,FALSE,0,,,,,,,,,,,,14,80,9.2,,,,,,,,,,,,,,
445,09-STLW-0.1_19831006,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,70,,3,,,,FALSE,FALSE,0,,,,,,,,,,,,17,260,8.4,,,,,,,,,,,,,,
446,09-STLW-12.3_19831006,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,100,,3.2,,0,,FALSE,TRUE,0,,,,,,,,,,,,,265,8.2,,,,,,,,,,,,,,
447,09-STLW-23.6_19831006,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,63,,3.4,,0,,FALSE,FALSE,,,,,,,,,,,,,17,265,8.2,,,,,,,,,,,,,,
448,06-NANG-0.7_19840618,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.6,,,,25,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,250,10.6,8.5,,,,,,,,,,,,,
449,06-PAYN-0.4_19840618,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,10,,20,,,,0,,FALSE,FALSE,0,15,,,,,,,,,,,15,370,4.8,7.5,,,,,,,,,,,,,
450,06-PAYN-1.1_19840618,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1,,10,,10,,,,0,,FALSE,FALSE,0,15,,,,,,,,,,,15,370,4.3,7.5,,,,,,,,,,,,,
451,06-PAYN-1.9_19840618,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.7,,10,,17,,,,0,,FALSE,FALSE,0,20,,,,,,,,,,,15,320,7.8,,,,,,,,,,,,,,
452,06-PAYN-2.3_19840618,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.8,,8,,20,,,,0,,FALSE,FALSE,0,70,,,,,,,,,,,15,310,8,7.7,,,,,,,,,,,,,
453,06-SUSQ-43.1_19840618,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.8,,,,20,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,150,10.4/9.6,8.4,,,,,,,,,,,,,
454,06-USSQ-79.0_19840618,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.8,,,,25,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,21,180,9,7.9,,,,,,,,,,,,,
455,05-CHEM-5.4_19840619,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,100,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,23,150,,7.6,,,,,,,,,,,,,
456,05-CHEM-15.7_19840619,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,100,,0.05,,0,,FALSE,FALSE,0,,,,,,,,,,,,22,150,,6.9,,,,,,,,,,,,,
457,06-SUSQ-3.8_19840619,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.5,,120,,100,,0.5,,0,,FALSE,FALSE,0,,,,,,,,,,,,22.5,200,9.8,8.4,,,,,,,,,,,,,
458,06-SUSQ-15.0_19840619,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.3,,125,,125,,0.5,,0,,FALSE,FALSE,0,,,,,,,,,,,,22.5,210,8.6,8.1,,,,,,,,,,,,,
459,06-SUSQ-25.2_19840619,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.5,,,,30,,0.6,,0,,FALSE,FALSE,0,,,,,,,,,,,,21.5,210,7.8,7.8,,,,,,,,,,,,,
460,06-SUSQ-33.5_19840619,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,1.6,,,,30,,1,,0,,FALSE,FALSE,0,,,,,,,,,,,,21,200,7.8,8,,,,,,,,,,,,,
461,07-CASC-0.8_19840620,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.9,,,,60,,,,0,,FALSE,TRUE,0,,,,,,,,,,,,22,300,9.3,,,,,,,,,,,,,,
462,05-CHEM-22.9_19840620,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,2.6,,,,100,,0.05,,0,,FALSE,FALSE,0,,,,,,,,,,,,20,140,7.8,7.6,,,,,,,,,,,,,
463,05-CHEM-33.8_19840620,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,100,,0.05,,0,,FALSE,FALSE,0,,,,,,,,,,,,20,150,8,7.6,,,,,,,,,,,,,
464,05-COHO-1.4_19840620,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,,,,,100,,0.3,,0,,FALSE,FALSE,0,,,,,,,,,,,,18,170,8.8,7.8,,,,,,,,,,,,,
465,07-INDA_T3-0.5_19840620,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.9,,,,67,,,,0,,FALSE,FALSE,1,,,,,,,,,,,,20,280,8.9,,,,,,,,,,,,,,
466,07-OWLI_T20-3.7_19840620,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.6,,,,110,,,,0,,FALSE,TRUE,0,,,,,,,,,,,,20,280,8.7,,,,,,,,,,,,,,
467,07-SMIL_T3-0.9_19840620,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.6,,,,67,,,,0,,FALSE,TRUE,0,,,,,,,,,,,,20,260,10.4,,,,,,,,,,,,,,
468,07-SMON-18.8_19840620,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.9,,,,45,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,20,310,9.6,,,,,,,,,,,,,,
469,07-TRUM-2.8_19840620,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.6,,,,120,,,,0,,FALSE,TRUE,0,,,,,,,,,,,,21,280,8.5,,,,,,,,,,,,,,
470,11-HOOS-42.9_19840625,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,18,,100,,,,,,FALSE,FALSE,0,,,,,,,,,,,,20,220,10,9,,,,,,,,,,,,,
471,11-HOOS-47.0_19840625,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,21,,80,,,,0,,FALSE,TRUE,0,,,,,,,,,,,,21,240,10.2,9,,,,,,,,,,,,,
