SAMPLE_EVENT_INFO_HISTORY_ID,EVENT_SMAS_ID,SITE_TYPE_DPRTMNT_INTRST_IND,SITE_TYPE_EXTRNL_SUGG_IND,SITE_TYPE_LNG_TRM_TRND_IND,SITE_TYPE_MLTPLT_IND,SITE_TYPE_PROBABILISTIC_IND,SITE_TYPE_RAS_IND,SITE_TYPE_REFERENCE_IND,SITE_TYPE_RMN_IND,SITE_TYPE_SPCL_STDY_IND,SITE_TYPE_UNASSD_PWL_IND,EVENT_BASELINE,EVENT_EXTENT,DISCH_COLLECT_IND,TOTAL_DISCH,SEI_BIOSAMPLE_COLLECT_IND,SEIH_BIOSAMPLE_COLLECT_IND,SEIH_BIOSAMPLE_TYPE,SEIH_WATER_CHEM_COLLECT_IND,SEIH_CHEM_QAQC_IND,SEIH_CHEM_QAQC_TYPE,SEIH_CHEM_SAMP_LOC,SEIH_CHEM_SAMP_EQUP,SEIH_MICROTOX_IND,SEIH_ORG_FOR_TOXICS_IND,SEIH_DEPTH,SEIH_DEPTH_QLFR,SEIH_WIDTH,SEIH_WIDTH_QLFR,SEIH_SPEED_OF_STREAM_CURRENT,SEIH_SPD_OF_STRM_CURRENT_QLFR,SEIH_SECCHI,SEIH_SECCHI_QLFR,SEIH_ALGAE_DIATOMS_PRESENT,SEIH_THICKNESS_DIATOMS_PRESENT,SEIH_ALGAE_SUSPENDED_IND,SEIH_ALGAE_FILAMENTOUS_IND,MFDH_MACROPHYTES,SEIH_CANOPY,SEIH_EMBEDDEDNESS,SEIH_EMBEDDEDNESS_QLFR,SEIH_ROCK,SEIH_RUBBLE,SEIH_GRAVEL,SEIH_SAND,SEIH_SILT,SEIH_CLAY,SEIH_LAND_USE,SEIH_YSI_METER_ID,SEIH_TEMPERATURE,SEIH_CONDUCTANCE,SEIH_DISSOLVED_OXYGEN,SEIH_PH,SEIH_PCT_SATURATION,SEIH_SALINITY,SEIH_Chl_ugL,SEIH_Chl_RFU,SEIH_PC_ugL,SEIH_PC_RFU,SEIH_GENERAL_COMMENT,CHEM_RESULT_RCVD_IND,CHEM_RESULT_RCVD_NOTE,CREATE_DATE,END_DATE,UPDATE_DATE,UPDATED_BY_GUID
6380,14-KIAM-1.2_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,8,,,,,,50,,FALSE,TRUE,0,95,60,,10,60,15,10,5,,,,16.53,356,10.6,9.94,108.5,0.17,,,,,,,,,,,
6381,14-LBEV-0.3_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,6,,71,,,,20,,FALSE,TRUE,,75,25,,20,30,20,20,10,,,,12.1,30,9.7,7.6,90,,,,,,,,,,,,
6382,14-LBEV-1.9_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,20,,100,,,,40,,FALSE,TRUE,,25,20,,30,30,20,10,,,,,12.4,84,9.9,7.2,93,,,,,,,,,,,,
6383,14-LRED-0.1_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,1,,85,,,,50,,FALSE,FALSE,0,100,20,,,40,30,20,10,,,,13.3,86,8.9,7.5,85,,,,,,,,,,,,
6384,14-META-0.1_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,5,,91,,,,50,,FALSE,TRUE,0,100,10,,10,30,40,10,10,,,,16.600000000000001,28,7,6.1,72,,,,,,,,,,,,
6385,14-MONG_E-0.5_20090901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.1,,8,,90,,,,100,,FALSE,TRUE,0,75,50,,5,20,60,15,,,,,17.2,115,11.1,6.94,115,0.05,,,,,,,,,,,
6386,14-MONG_M-0.3_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,7,,83,,,,100,,FALSE,FALSE,0,50,60,,35,35,20,10,,,,,16.77,214,11.3,7.46,116.5,0.1,,,,,,,,,,,
6387,14-MONG_M-3.1_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,5,,90,,,,100,,FALSE,FALSE,0,30,70,,15,25,30,30,,,,,15.84,240,11.34,7.26,114.3,0.11,,,,,,,,,,,
6388,14-MONG_M-5.6_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,8,,70,,,,100,,FALSE,TRUE,0,80,50,,20,40,25,15,,,,,17.11,273,10.53,7.13,108.7,0.13,,,,,,,,,,,
6389,14-MONG_W-0.2_20090901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.3,,10,,90,,,,100,,FALSE,FALSE,1,50,50,,10,20,50,20,,,,,18.18,84,10.58,7.26,111.2,0.04,,,,,,,,,,,
6390,14-MONG_W-5.7_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,8,,83,,,,10,,FALSE,FALSE,0,80,60,,30,30,20,20,,,,,22.62,81,8.49,6.92,98,0.04,,,,,,,,,,,
6391,14-MONG_W-10.9_20090901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.1,,5,,125,,,,0,,FALSE,TRUE,0,50,25,,,50,30,10,10,,,,17.32,,9.3,,96.6,,,,,,,,,,,,
6392,14-NEVR-26.2_20090901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.4,,35,,80,,,,100,,FALSE,TRUE,30,25,50,,5,5,70,20,,,,,14.07,76,12.01,6.58,117.8,0.4,,,,,,,,,,,
6393,14-NEVR-30.6_20090901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.5,,30,,100,,,,100,,FALSE,TRUE,50,40,50,,40,30,25,5,,,,,13.64,66,12.87,7.51,123.8,0.03,,,,,,,,,,,
6394,14-NEVR-36.8_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,25,,80,,,,20,,FALSE,FALSE,0,50,50,,10,35,35,20,,,,,10.029999999999999,43,12.39,5.72,109.1,0.02,,,,,,,,,,,
6395,14-PLAT-5.4_20090901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.3,,8,,90,,,,50,,FALSE,TRUE,0,90,40,,,20,40,20,20,,,,15,67,8.7,7.3,86,,,,,,,,,,,,
6396,14-SHEL_T4-0.6_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.01,,1,,40,,,,50,,FALSE,FALSE,0,90,40,,20,50,20,10,,,,,15.22,137,7.6,6.25,75.7,0.06,,,,,,,,,,,
6397,14-TBOK-2.9_20090901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.1,,1,,90,,,,0,,FALSE,TRUE,0,90,60,,10,30,40,20,,,,,12.9,94,11.48,7.06,108.4,0.04,,,,,,,,,,,
6398,14-TRMP-3.1_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,8,,120,,,,80,,FALSE,FALSE,0,75,30,,,30,30,30,10,,,,17.7,83,8.5,7.4,89,,,,,,,,,,,,
6399,14-UNVR-51.0_20090901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.2,,20,,125,,,,30,,FALSE,TRUE,,10,20,,20,40,20,20,,,,,13.5,27,10.1,6.1,97,,,,,,,,,,,,
6400,14-UNVR_E-0.2_20090901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.1,,30,,91,,,,20,,FALSE,TRUE,,25,10,,20,40,20,10,10,,,,15.2,24,11.5,7.3,114,,,,,,,,,,,,
6401,14-UNVR_W-0.4_20090901,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.3,,25,,125,,,,20,,FALSE,TRUE,0,25,,,20,40,20,20,,,,,14.5,28,10.5,7,103,,,,,,,,,,,,
6402,14-UNVR_W-12.5_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,8,,71,,,,10,,FALSE,TRUE,0,100,20,,,20,20,30,20,10,,,17,17,10.3,4.7,94,,,,,,,,,,,,
6403,14-VLY-0.5_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,7,,100,,,,0,,FALSE,FALSE,,100,30,,20,20,30,20,10,,,,11.7,61,9.1,7.3,84,,,,,,,,,,,,
6404,14-WDEL-35.4_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.6,,25,,167,,,,100,,FALSE,FALSE,100,0,,,10,70,15,5,,,,,15.61,0,10.62,,106.8,,,,,,,,,,,,
6405,14-WDEL_T33-0.4_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,4,,50,,,,100,,FALSE,FALSE,0,75,25,,5,40,25,10,20,,,,12.97,90,10.18,,96.6,0.04,,,,,,,,,,,
6406,14-WILL-0.5_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,23,,110,,,,20,,FALSE,FALSE,0,50,40,,10,30,30,20,10,,,,17.3,66,8.6,7.3,89,,,,,,,,,,,,
6407,14-WILL-6.4_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,25,,80,,,,50,,FALSE,FALSE,0,90,30,,,30,30,20,20,,,,17.399999999999999,62,8.2,6.9,85,,,,,,,,,,,,
6408,14-WILL-14.5_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,20,,125,,,,20,,FALSE,FALSE,20,25,10,,10,40,30,10,10,,,,11.3,38,10.5,6.6,96,,,,,,,,,,,,
6409,14-WILL-18.3_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,15,,91,,,,10,,FALSE,TRUE,0,25,40,,20,30,25,25,,,,,12.4,34,10.5,6.7,99,,,,,,,,,,,,
6410,14-WILL_T10-0.2_20090901,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,3,,50,,,,10,,FALSE,TRUE,0,90,30,,20,30,30,20,,,,,12,54,9.8,7.1,91,,,,,,,,,,,,
6411,14-BEAV-10.0_20090902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,40,,125,,,,50,,FALSE,FALSE,0,50,50,,40,20,20,20,,,,,14.5,63,9,7,88,,,,,,,,,,,,
6412,14-BEBR-8.2_20090902,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.1,,2,,125,,,,100,,FALSE,TRUE,,75,25,,20,20,40,20,,,,,18.29,,8.64,5.53,91.9,,,,,,,,,,,,
6413,14-BEBR_T2-0.4_20090902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,1,,,,,,100,,FALSE,TRUE,0,75,25,,10,20,40,20,10,,,,21.43,196,8.22,6.73,93,12/30/1899 2:09:36 AM,,,,,,,,,,,
6414,14-BHOL-1.8_20090902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,2.5,,70,,,,50,,FALSE,FALSE,0,100,30,,10,30,30,20,10,,,,17.399999999999999,73,8.5,6.9,88,,,,,,,,,,,,
6415,14-BLAB-1.7_20090902,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.2,,5,,90,,,,100,,FALSE,FALSE,0,75,50,,25,40,20,15,,,,,14.49,136,16.48,6.79,162,0.06,,,,,,,,,,,
6416,14-BSHR-3.7_20090902,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.4,,10,,74,,,,20,,FALSE,FALSE,50,75,,,0,60,20,10,10,,,,18.36,107,10.61,6.27,112.6,0.05,,,,,,,,,,,
6417,14-BSKL-1.3_20090902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,3,,83,,,,100,,FALSE,TRUE,0,10,30,,20,50,20,10,,,,,15.43,0,10.79,,107.8,,,,,,,,,,,,
6418,14-COSW-0.8_20090902,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.05,,1,,111,,,,100,,FALSE,FALSE,0,90,25,,,,80,10,10,,,,14.28,85,8.89,,86.7,,,,,,,,,,,,
6419,14-DELA-31.2_20090902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1,,45,,167,,,,100,,FALSE,TRUE,0,0,75,,50,40,10,,,,,,16.46,76,9.87,6.02,100,0.04,,,,,,,,,,,
6420,14-DELA-45.2_20090902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,50,,143,,,,100,,FALSE,TRUE,0,0,30,,25,50,20,5,,,,,16.37,80,9.04,6.61,92.3,0.04,,,,,,,,,,,
6421,14-EDEL-0.8_20090902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,40,,110,,,,50,,FALSE,FALSE,0,25,30,,10,30,30,20,10,,,,14.7,66,9.2,7.1,91,,,,,,,,,,,,
6422,14-GUMR-0.8_20090902,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.2,,7,,83,,,,100,,FALSE,FALSE,0,95,50,,20,40,20,20,,,,,14.4,71,17.51,7.05,171,0.03,,,,,,,,,,,
6423,14-HAFY-0.2_20090902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,15,,125,,,,100,,FALSE,TRUE,0,75,40,,30,30,20,10,10,,,,15.68,114,10.35,,104.1,0.05,,,,,,,,,,,
6424,14-HAFY-9.1_20090902,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.1,,3,,83,,,,50,,FALSE,FALSE,10,90,50,,25,40,20,15,,,,,15.22,41,15.09,6.21,150.19999999999999,0.02,,,,,,,,,,,
6425,14-HAFY_T9-0.6_20090902,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.1,,2,,40,,,,25,,FALSE,FALSE,50,70,50,,10,25,25,20,20,,,,13.21,248,15.33,6.56,146.6,0.12,,,,,,,,,,,
6426,14-HUMP-1.4_20090902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,1.5,,80,,,,10,,FALSE,FALSE,0,100,30,,10,20,20,30,20,,,,13.2,98,8.8,6.9,84,,,,,,,,,,,,
6427,14-JAKE-3.0_20090902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,5,,56,,,,50,,FALSE,FALSE,0,90,40,,,20,60,10,10,,,,16.32,58,8.66,6.51,88.4,0.03,,,,,,,,,,,
6428,14-LEMO-2.3_20090902,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.3,,1,,40,,,,100,,FALSE,FALSE,,50,50,,40,40,,10,10,,,,13.1,67,12.7,5.98,121,0.03,,,,,,,,,,,
6429,14-MITC-0.4_20090902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,5,,91,,,,100,,FALSE,FALSE,0,75,40,,30,40,20,10,,,,,13.68,,10.13,,97.5,,,,,,,,,,,,
6430,14-MONG-0.1_20090902,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.5,,20,,200,,,,100,,FALSE,FALSE,0,50,40,,30,50,20,,,,,,20.66,101,9.31,,103.7,0.05,,,,,,,,,,,
6431,14-NEVR-0.5_20090902,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.2,,20,,167,,,,100,,FALSE,TRUE,,10,40,,10,60,20,10,,,,,17.55,,9.58,,101.2,,,,,,,,,,,,
6432,14-NEVR-14.8_20090902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,25,,100,,,,100,,FALSE,TRUE,0,60,30,,30,40,20,10,,,,,15.76,93,17.41,7.14,175.6,0.04,,,,,,,,,,,
6433,14-OQUA-8.9_20090902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,8,,101,,,,50,,FALSE,TRUE,0,50,30,,,20,40,20,20,,,,16.7,72,9.3,7.2,95,,,,,,,,,,,,
6434,14-OQUA_T23-1.2_20090902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,1,,80,,,,100,,FALSE,FALSE,0,90,30,,,30,30,30,10,,,,16.399999999999999,81,7.6,6.7,77,,,,,,,,,,,,
6435,14-PEAS-0.1_20090902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,3,,80,,,,100,,FALSE,FALSE,0,50,30,,10,20,40,20,10,,,,14.2,29,9.2,6.9,89,,,,,,,,,,,,
6436,14-TENR-0.1_20090902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,12,,100,,,,100,,FALSE,TRUE,0,75,30,,40,30,20,5,5,,,,15.42,74,10.14,,101.3,0.03,,,,,,,,,,,
6437,14-TENR-6.0_20090902,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.1,,10,,167,,,,100,,FALSE,TRUE,,50,30,,30,40,20,10,,,,,14.12,90,9.69,,94.3,0.04,,,,,,,,,,,
6438,14-TENR_E-1.4_20090902,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,0.1,,8,,12.5,,,,25,,FALSE,FALSE,0,100,30,,30,50,15,5,,,,,16.43,46,9.82,4.77,100,,,,,,,,,,,,
6439,14-WDEL-1.3_20090902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,40,,90,,,,50,,FALSE,FALSE,0,25,30,,10,30,30,20,10,,,,13,96,9.8,7.1,93,,,,,,,,,,,,
6440,14-WDEL-13.3_20090902,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.4,,45,,10,,,,50,,FALSE,TRUE,0,25,30,,,30,30,30,10,,,,13.6,100,9.6,6.9,92,,,,,,,,,,,,
6441,10-CHMP-1.1_20090908,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,12.3,,40,,14,,,,0,,FALSE,FALSE,0,10,,,,,,,,,,,19.260000000000002,299,8.54,7.79,93,0.14,,,,,,,,,,,
6442,10-CHMP-6.3_20090908,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,5.8,,40,,,,,,0,,FALSE,FALSE,0,10,,,,,,,,,,,19.78,351,8.29,7.78,90.9,0.17,,,,,,,,,,,
6443,08-BEEV-0.8_20090915,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1.2,,,,,,1.2,,0,,FALSE,FALSE,0,,,,,,,,,,,,19,125,9,6.1,97,0.06,,,,,,,,,,,
6444,08-BEEV-4.0_20090915,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,1,,40,,60,,,,0,,FALSE,FALSE,0,50,,,,,,,,,,,19.100000000000001,31,9,6.64,97.4,0.01,,,,,,,,,,,
6445,08-BEEV-4.9_20090915,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,3.1,,,,,,2.3,,0,,FALSE,FALSE,0,,,,,,,,,,,,19,22,8.8,5.9,94,0.01,,,,,,,,,,,
6446,08-BEEV-8.4_20090915,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,11.7,,,,,,11.7,,0,,FALSE,FALSE,0,,,,,,,,,,,,19,21,8.2,6.9,88,0.01,,,,,,,,,,,
6447,17-BLND-3.4_20090915,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,10,,50,,,,50,,FALSE,TRUE,0,90,30,,10,15,50,25,,,,,18.100000000000001,610,8.2,7.6,87,,,,,,,,,,,,
6448,17-BVBR-0.3_20090915,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.15,,4,,67,,,,10,,FALSE,TRUE,10,90,50,,,,30,70,,,,,17.5,152,9.6,7.3,100,,,,,,,,,,,,
6449,17-CARL-0.8_20090915,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,4,,91,,,,10,,FALSE,TRUE,,50,40,,,,75,25,,,,,20.100000000000001,196,8.6,6.7,95,,,,,,,,,,,,
6450,17-CONQ-1.4_20090915,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,8,,37,,,,0,,FALSE,TRUE,20,90,30,,,,70,30,,,,,16.600000000000001,197,11.3,7.1,116,,,,,,,,,,,,
6451,17-MAMR-0.3_20090915,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,8,,83,,,,40,,FALSE,TRUE,0,90,30,,25,20,45,10,,,,,18.8,890,9.2,7.7,99,,,,,,,,,,,,
6452,09-MULL-0.6_20090915,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,3,,40,,,,100,,FALSE,TRUE,20,50,25,,10,30,20,10,30,,,,19,673,9,7.8,97,0.33,,,,,,,,,,,
6453,17-PECN-7.6_20090916,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,6,,53,,,,10,,FALSE,TRUE,,90,30,,,,25,75,,,,,24.4,77,,6.7,,,,,,,,,,,,,
6454,09-STLW-86.3_20090915,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,,,7.3,,0,,FALSE,FALSE,0,,,,,,,,,,,,20,498,8.6,8.21,94,0.24,,,,,,,,,,,
6455,09-WHEL-0.9_20090915,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,2,,,,,,100,,FALSE,TRUE,0,50,25,,10,40,30,10,10,,,,18,669,9.2,7.7,97,0.33,,,,,,,,,,,
6456,17-BVDC-0.4_20090916,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,3,,50,,,,20,,FALSE,TRUE,40,90,30,,,,40,30,30,,,,13.1,244,6.6,6.6,64,,,,,,,,,,,,
6457,17-CARM-9.0_20090916,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,10,,71,,,,10,,FALSE,TRUE,,50,30,,,5,70,25,,,,,16.8,170,7.4,6.5,75,,,,,,,,,,,,
6458,09-GRAS-4.9_20090916,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,8.3,,,,,,0.6,,0,,FALSE,FALSE,0,,,,,,,,,,,,19.5,339,7.1,7.7,77,0.16,,,,,,,,,,,
6459,17-LNEC-0.8_20090916,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.3,,10,,15,,,,0,,TRUE,FALSE,90,,,,,,,100,,,,,13,257,5.7,6.7,54,,,,,,,,,,,,
6460,09-OSGO-6.6_20090916,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,5,,90,,,,80,1,FALSE,FALSE,0,75,25,,20,30,30,20,,,Forest,,15,248,9.4,7.4,93,0.12,,,,,,,,,,,
6461,09-RAQU-3.2_20090916,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.6,,60,,90,,,,100,,FALSE,FALSE,2,10,50,,20,40,30,10,,,,,18.899999999999999,225,8.62,7.39,93,0.11,,,,,,,,,,,
6462,09-REGI-2.7_20090916,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,60,,81,,,,100,,FALSE,FALSE,0,10,0,,,100,,,,,,,18.3,327,9.35,7.73,99.4,0.16,,,,,,,,,,,
6463,09-REGI-7.8_20090916,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.5,,50,,100,,,,100,,FALSE,FALSE,1,19,50,,15,45,30,10,,,,,17.8,410,9.84,8.05,103,0.2,,,,,,,,,,,
6464,09-REGI_T80-0.1_20090916,,,,,,,,,,,,,,,,FALSE,N,,,,,,FALSE,FALSE,10.3,,10,,40,,,,0,,FALSE,FALSE,0,20,,,,,30,60,10,,,,16,233,8.7,7.6,89,0.11,,,,,,,,,,,
6465,09-STLW-1.0_20090916,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,28,,,,,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,20.3,499,8.09,8.27,89.4,0.24,,,,,,,,,,,
6466,09-STLW-3.5_20090916,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,6,,,,,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,20.2,506,8.2,8.27,90,0.25,,,,,,,,,,,
6467,17-YAPK-0.8_20090916,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,4,,59,,,,10,,FALSE,TRUE,20,100,40,,,,20,80,,,,,13,227,7.2,6.3,70,,,,,,,,,,,,
6468,04-GENS-10.5_20090922,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,5,,0.6,,0,,FALSE,FALSE,0,,,,,,,,,,,,19.8,507,10.1,8.1,110,12/30/1899 6:00:00 AM,,,,,,,,,,,
6469,04-GENS-12.3_20090922,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,,,0.6,,0,,FALSE,FALSE,0,,,,,,,,,,,,17.600000000000001,703,13.3,8.2,140,12/30/1899 8:09:36 AM,,,,,,,,,,,
6470,03-WCAN-20.0_20090922,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,5,,0.5,,0,,FALSE,FALSE,0,,,,,,,,,,,,20.2,397,8.3,7.6,91,12/30/1899 4:33:36 AM,,,,,,,,,,,
6471,03-WCAN-51.8_20090922,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,8,,0.8,,0,,FALSE,FALSE,0,,,,,,,,,,,,19.899999999999999,436,10.2,7.8,112,12/30/1899 5:02:24 AM,,,,,,,,,,,
6472,04-GENS-2.6_20090923,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,5,,0.6,,0,,FALSE,FALSE,0,,,,,,,,,,,,19.399999999999999,565,9.6,8,104,12/30/1899 6:28:48 AM,,,,,,,,,,,
6473,04-GENS-4.7_20090923,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,,,0.6,,0,,FALSE,FALSE,0,,,,,,,,,,,,19.3,543,9.9,8.1,107,12/30/1899 6:14:24 AM,,,,,,,,,,,
6474,10-CHMP-1.1_20091013,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,5,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,10.29,337,10.87,7.03,97,0.16,,,,,,,,,,,
6475,10-CHMP-6.3_20091013,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,,,,,5,,,,0,,FALSE,FALSE,0,,,,,,,,,,,,11.32,380,10.75,7.5,97.2,0.18,,,,,,,,,,,
6476,13-KIND-17.7_20091022,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,18,,82,,,,100,,FALSE,FALSE,0,50,50,,,10,50,30,10,,,,8.6,199,11.4,6.66,99.1,0.09,,,,,,,,,,,
6477,13-KIND-39.4_20091022,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.2,,12,,90,,,,100,,FALSE,FALSE,0,50,50,,15,43,35,5,2,,,,8.41,249,12.4,6.94,107.3,1.20E-02,,,,,,,,,,,
6478,13-ROKY-1.0_20091022,,,,,,,,,,,,,,,,TRUE,M,,,,,,FALSE,FALSE,0.1,,4,,70,,,,0,,FALSE,TRUE,0,50,50,,33,40,15,10,2,,,,9.34,101,10.27,6.82,89.4,0.05,,,,,,,,,,,
